cohort,winner,rate_delta_per_1k,codex_rate_per_1k,claude_rate_per_1k,codex,claude,total,one_sided,stack
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:agentsight-raw-ssl-http.log;effect:process;path://api;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:agentsight-raw-ssl-http.log;effect:process;path://v1;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:agentsight;effect:process;path:collector/target/agentsight-runs;status:observed
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:agentsight;effect:process;path:collector/target/agentsight-runs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:chromium;effect:network;path:snap/bin;status:observed
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:find;effect:read;path:collector/target/agentsight-runs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:gh;effect:process;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:gh;effect:process;status:observed
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:git;effect:read;path:origin/master...head;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:git;effect:repo;path:codex/fix-db-backed-process-tree;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:git;effect:repo;path:collector/src/server;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:git;effect:repo;path:collector/src/sources;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:head;effect:read;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:id;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:ls;effect:read;path:.local/bin;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:node;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:network;domain:127.0.0.1:7401;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:network;domain:127.0.0.1;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:process;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:process;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:write;path://api;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:write;path://tmp;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src/cmd_debug.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src/output;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src/sources;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src/text.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/target;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:docs/design/collector;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:frontend/src/components;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:readme.md;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:readme.zh-cn.md;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path:collector/src/analyzers;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_debug.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path://api;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path://tmp;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path://tmp;status:observed
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path://v1;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path:collector/target/debug;status:observed
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:setsid;effect:process;path:collector/target/agentsight-runs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:setsid;effect:process;path:collector/target/debug;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sqlite3;effect:process;path://tmp;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:systemd-run;effect:process;path:collector/target/agentsight-runs;status:observed
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:systemd-run;effect:process;path:collector/target/debug;status:observed
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:wc;effect:read;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:which;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:-n;effect:process;path:usr/bin;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:agentsight;effect:process;path:collector/target/debug;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:cat;effect:read;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:curl;effect:network;domain:127.0.0.1;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:find;effect:read;path:collector/target/agentsight-runs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:gh;effect:process;path:codex/fix-ssl-prompt-dedup-expand;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:read;path:collector/src/text.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;path:collector/src/binary_resolver.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;path:collector/src/server;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;path:collector/src/text.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;path:frontend/src/components;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;path:frontend/src/utils;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:kill;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:ls;effect:read;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:lsof;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:nl;effect:read;path:collector/src/sources;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:npm;effect:test;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:old_pids_pgrep;effect:process;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:old_pids_pgrep;effect:process;path:collector/target/agentsight-runs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:old_pids_pgrep;effect:process;path:collector/target/debug;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:old_ss;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:pgrep;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:pwd;effect:process;path:package.json;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:pwd;effect:process;path:pyproject.toml;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:readlink;effect:process;path:proc/3880485;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:.rs;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:collector/src/server;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:collector/src/sources;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:collector/src/sources;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:collector/src;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:projects/-home-yunwei37-workspace-agentsight;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:readme.md;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:readme.zh-cn.md;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rust_backtrace_1;effect:process;path:collector/target/agentsight-runs;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rust_backtrace_1;effect:process;path:collector/target/debug;status:fail
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rustfmt;effect:process;path:collector/src/text.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_trace.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sed;effect:read;path:collector/src/server;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sed;effect:read;path:collector/src/text.rs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sed;effect:read;path:etc/cloudflared;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:setsid;effect:process;path://dev;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:setsid;effect:process;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:setsid;effect:process;path:collector/target/agentsight-runs;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:setsid;effect:process;path:collector/target/debug;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sleep;effect:network;domain:127.0.0.1:7401;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sleep;effect:process;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sysctl;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:systemctl;effect:process;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:tail;effect:read;path://tmp;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:test;effect:process;path:collector/target/debug;status:ok
top,codex,0.297,0.297,0.0,1,0,1,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:whoami;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:plan;cmd:update;effect:process;path:/;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:plan;cmd:update;effect:process;path:baseline/diff;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:-v;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:du;effect:process;path:docs/visexp;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path://home;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path://home;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:/__pycache;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:/papers;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:docs/design;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:docs/visexp/out;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:one-word-semantic-tags.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:system-effect-user-audit.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:tag-cache.json;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:network;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/design/system-effect-user-audit.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/visexp/out;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/visexp;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:head...origin/master;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:head..origin/master;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;path:docs/design/papers;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;path:docs/design/readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;path:docs/design/system-effect-user-audit.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;path:docs/design/vis;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;path:docs/visexp;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;path:origin/master;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:repo;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:head;effect:read;path:.html;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:head;effect:read;path:.json;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:head;effect:read;path:docs/visexp;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:hf;effect:process;path:../llama.cpp-latest;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:hf;effect:process;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:hf;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:llama-cli;effect:process;path:test/qwen3.cu;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:ls;effect:read;path:docs/visexp/out;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:pgrep;effect:process;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:pgrep;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:pkill;effect:process;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:python3;effect:process;path:docs/visexp/evaluate_artifacts.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:.md;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:.svg;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:03/07;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:06/13;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:yunwei37/.codex;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rm;effect:write;path:docs/design/vis;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/design/readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:sed;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:tail;effect:read;path:docs/visexp/out;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:wc;effect:read;path:06/13;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:wc;effect:read;path:projects/-home-yunwei37-workspace-agentsight;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:tool;cmd:get;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:design;tool:tool;cmd:update;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:find;effect:read;path:cargo.toml;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:find;effect:read;path:package.json;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:find;effect:read;path:pyproject.toml;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:git;effect:read;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:nl;effect:read;path:frontend/src/types;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:/.next;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:/_.tsbuildinfo;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:/dist;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:/node_modules;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:docs/design;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:frontend/app;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:frontend/app;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:frontend/components;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:frontend/components;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:rg;effect:read;path:frontend/src;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:docs/design/frontend;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:frontend/src/types;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:flamegraph;tool:shell;cmd:sed;effect:read;path:readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:git;effect:read;path:collector/src/cli_db.rs;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:git;effect:read;path:collector/src/output;status:ok
